22386,22388
23004,23010
23100,23116
23124,23136
31708,31708
32133,32133
33411,33411
40200,40240
46768,46771
52570,52571
53031,53033
53089,53104
54000,54000
56347,56349
57068,57069
58760,58762
58800,58810
58816,58818
58826,58826
58828,58866
58953,58958
59102,59103
59106,59106
59127,59127
59129,59129
59137,59166
59421,59421
59531,59531
59551,59551
59563,59563
59568,59568
59650,59650
59766,59766
59781,59790
63002,63644
63000,63001
63365,63365
