343852,343852
355842,355842
355845,355845
355846,355846
355847,355847
355848,355848
356878,356878
357941,357941
400460,400460
409830,409830
409831,409831
409832,409832
409833,409833
409840,409840
409841,409841
409842,409842
409850,409850
409851,409851
409852,409852
409853,409853
409880,409880
409881,409881
409882,409882
409883,409883
409890,409890
409891,409891
409892,409892
409893,409893
409910,409910
409911,409911
409912,409912
409913,409913
409919,409919
417910,417910
417911,417911
417912,417912
417913,417913
417923,417923
417930,417930
417931,417931
417932,417932
417933,417933
513890,513890
513891,513891
513892,513892
513893,513893
530145,530145
530430,530430
530440,530440
535805,535805
535806,535806
535811,535811
535813,535813
535816,535816
535823,535823
535824,535824
535830,535830
535831,535831
535832,535832
535833,535833
535834,535834
535835,535835
535836,535836
535837,535837
535838,535838
535840,535840
535841,535841
535842,535842
535843,535843
535844,535844
535845,535845
535847,535847
535850,535850
535851,535851
535852,535852
535860,535860
535861,535861
535862,535862
535863,535863
535870,535870
535871,535871
535872,535872
535873,535873
535880,535880
535881,535881
535882,535882
535883,535883
535884,535884
535885,535885
535890,535890
535891,535891
535892,535892
535893,535893
535894,535894
535895,535895
535896,535896
535897,535897
535898,535898
535910,535910
535911,535911
535912,535912
535913,535913
535914,535914
535915,535915
535916,535916
535917,535917
535918,535918
535919,535919
535920,535920
535921,535921
535922,535922
535923,535923
535924,535924
535925,535925
535926,535926
535930,535930
535931,535931
535932,535932
535933,535933
535934,535934
535935,535935
535936,535936
535940,535940
535941,535941
535942,535942
535943,535943
536928,536928
536929,536929
536935,536935
537809,537809
537814,537814
537815,537815
537816,537816
537817,537817
537818,537818
537820,537820
537821,537821
537822,537822
537823,537823
537824,537824
537825,537825
537826,537826
537830,537830
537831,537831
537832,537832
537833,537833
537834,537834
537835,537835
537836,537836
537840,537840
537841,537841
537842,537842
537843,537843
537844,537844
537845,537845
537846,537846
537847,537847
537848,537848
537849,537849
537850,537850
537851,537851
537852,537852
537853,537853
537900,537900
537901,537901
537902,537902
537903,537903
537904,537904
537905,537905
537907,537907
537909,537909
537920,537920
537921,537921
537922,537922
539910,539910
539911,539911
539912,539912
539913,539913
539914,539914
539915,539915
539916,539916
539917,539917
539918,539918
539919,539919
546908,546908
548894,548894
548902,548902
548906,548906
548909,548909
548941,548941
548990,548990
548991,548991
548992,548992
548993,548993
548994,548994
550270,550270
556830,556830
556831,556831
556832,556832
556834,556834
556835,556835
556836,556836
556837,556837
556838,556838
556839,556839
556840,556840
556841,556841
556842,556842
556843,556843
556844,556844
556846,556846
556847,556847
556848,556848
556849,556849
556850,556850
556851,556851
556852,556852
556853,556853
556854,556854
556855,556855
573810,573810
573811,573811
573812,573812
573813,573813
573814,573814
573815,573815
573816,573816
573817,573817
573818,573818
573819,573819
573955,573955
579910,579910
579911,579911
579912,579912
579913,579913
579914,579914
579915,579915
618410,618410
618420,618420
618430,618430
618440,618440
618450,618450
650833,650833
650835,650835
650910,650910
650911,650911
650912,650912
650913,650913
650914,650914
650915,650915
650916,650916
650920,650920
650921,650921
650922,650922
650923,650923
650924,650924
650925,650925
650926,650926
650927,650927
650930,650930
650931,650931
650932,650932
650933,650933
650934,650934
650941,650941
650944,650944
650945,650945
650946,650946
656876,656876
664250,664250
664270,664270
690003,690003
690011,690011
690012,690012
690021,690021
690022,690022
690029,690029
690031,690031
690032,690032
690041,690041
690042,690042
690043,690043
690050,690050
690061,690061
690062,690062
690071,690071
690072,690072
690073,690073
690081,690081
690082,690082
690090,690090
690100,690100
690110,690110
690121,690121
690122,690122
690130,690130
690140,690140
690150,690150
690161,690161
690162,690162
690163,690163
690170,690170
690180,690180
690191,690191
690192,690192
690200,690200
690210,690210
690220,690220
690231,690231
690232,690232
690241,690241
690242,690242
690600,690600
690610,690610
690700,690700
690701,690701
690703,690703
690704,690704
690705,690705
690706,690706
690707,690707
690708,690708
690709,690709
690710,690710
690711,690711
690712,690712
690714,690714
690715,690715
690717,690717
690718,690718
690719,690719
690720,690720
690721,690721
690722,690722
690723,690723
690724,690724
690725,690725
690726,690726
690727,690727
690728,690728
690729,690729
690730,690730
690731,690731
690732,690732
690734,690734
690735,690735
690736,690736
690737,690737
690738,690738
690739,690739
690740,690740
690741,690741
690742,690742
690743,690743
690744,690744
690747,690747
690750,690750
690751,690751
690755,690755
690756,690756
690760,690760
690762,690762
690764,690764
690765,690765
690766,690766
690767,690767
690769,690769
690770,690770
690771,690771
690772,690772
690773,690773
690774,690774
690775,690775
690776,690776
690777,690777
690778,690778
690779,690779
690780,690780
690781,690781
690782,690782
690785,690785
690786,690786
690787,690787
690788,690788
690789,690789
690790,690790
690796,690796
690800,690800
690801,690801
690802,690802
690803,690803
690804,690804
690805,690805
690806,690806
690807,690807
690808,690808
690809,690809
690810,690810
690811,690811
690812,690812
690813,690813
690814,690814
690815,690815
690816,690816
690817,690817
690818,690818
690819,690819
690820,690820
690821,690821
690822,690822
690823,690823
690824,690824
690825,690825
690826,690826
690827,690827
690828,690828
690829,690829
690830,690830
690831,690831
690832,690832
690833,690833
690834,690834
690835,690835
690836,690836
690837,690837
690838,690838
690839,690839
690840,690840
690841,690841
690842,690842
690843,690843
690844,690844
690846,690846
690847,690847
690850,690850
690851,690851
695789,695789
695791,695791
695792,695792
695793,695793
695794,695794
695795,695795
695796,695796
695900,695900
695901,695901
695902,695902
695903,695903
695904,695904
695905,695905
695906,695906
695907,695907
695908,695908
695909,695909
695910,695910
695911,695911
695912,695912
695913,695913
695914,695914
695915,695915
695916,695916
695917,695917
695918,695918
695919,695919
695920,695920
695921,695921
695922,695922
695923,695923
695924,695924
695925,695925
695926,695926
695927,695927
695928,695928
695929,695929
695930,695930
695931,695931
695932,695932
695933,695933
695934,695934
695940,695940
695941,695941
695942,695942
695943,695943
695944,695944
695945,695945
695946,695946
695947,695947
695948,695948
695949,695949
695950,695950
695951,695951
695952,695952
695960,695960
695961,695961
695962,695962
695963,695963
695964,695964
695965,695965
695966,695966
695967,695967
695968,695968
695969,695969
695970,695970
695971,695971
695972,695972
695973,695973
695974,695974
695975,695975
695976,695976
695977,695977
695978,695978
695979,695979
695980,695980
695981,695981
695982,695982
695983,695983
697010,697010
697011,697011
697012,697012
697013,697013
697014,697014
697020,697020
697030,697030
697040,697040
697050,697050
697060,697060
697070,697070
697080,697080
697090,697090
697100,697100
697110,697110
697120,697120
697130,697130
