15654,15654
23001,23001
23003,23003
23008,23010
23100,23116
23124,23136
32133,32133
33411,33411
40200,40240
52570,52571
53031,53033
53088,53104
54000,54000
56347,56349
57068,57069
58760,58762
58800,58806
58809,58810
58816,58818
58826,58826
58828,58866
58953,58958
59102,59103
59127,59127
59137,59145
59149,59170
59421,59421
59563,59563
59650,59650
59766,59766
59781,59790
63000,63365
63500,63644
